,FIPS,x,y
0,01001,10.860395,-0.049855992
1,01003,6.9194994,2.0075006
2,01005,1.7180225,-7.158222
3,01007,2.3645995,-6.0427785
4,01009,9.023323,0.85120785
5,01011,1.402068,-7.35341
6,01013,10.289181,-4.117198
7,01015,9.483742,0.05655931
8,01017,7.4165344,-1.8815906
9,01019,4.3802805,-2.6792307
10,01021,11.221983,-1.4637492
11,01023,5.243741,-3.3848603
12,01025,10.22231,-4.036685
13,01027,7.544526,-1.7671387
14,01029,9.347286,-1.8151817
15,01031,9.005938,0.8212006
16,01033,9.516383,-0.307969
17,01035,10.475077,-5.960116
18,01037,4.0157385,-2.7169797
19,01039,5.6628346,-3.167705
20,01041,10.994187,-2.72001
21,01043,8.706662,0.8375469
22,01045,8.741604,0.842336
23,01047,10.72805,-5.296627
24,01049,12.0789795,-1.9954575
25,01051,4.576536,-7.2770815
26,01053,2.1054168,-6.7999287
27,01055,9.475679,0.08627294
28,01057,5.632915,-3.7187173
29,01059,12.29322,-1.7483909
30,01061,5.7035375,-3.609483
31,01063,4.885721,-3.8541303
32,01065,10.29413,-4.065244
33,01067,5.8137984,-2.6432834
34,01069,10.532725,-0.39636588
35,01071,8.987694,-2.937773
36,01073,10.912165,-0.88622934
37,01075,5.7882924,-2.5721192
38,01077,9.386423,-0.62951106
39,01079,10.330493,-1.7691141
40,01081,4.177156,-8.274788
41,01083,4.5775695,-7.2683444
42,01085,10.228114,-4.022745
43,01087,10.678404,-5.7798295
44,01089,1.5505077,0.982581
45,01091,10.365426,-4.01038
46,01093,5.6431847,-3.1695035
47,01095,11.768584,-0.38240245
48,01097,12.889194,1.3859621
49,01099,10.225782,-4.0442204
50,01101,12.90276,1.3970461
51,01103,9.010664,0.8632051
52,01105,10.617729,-5.8368344
53,01107,5.5874214,-4.704689
54,01109,4.0132966,-8.338023
55,01111,5.9486823,-2.9156995
56,01113,12.746096,1.2412846
57,01115,6.627442,8.198246
58,01117,-1.5309261,8.142103
59,01119,10.649776,-5.821468
60,01121,10.441338,-2.0751705
61,01123,5.9396667,-2.7815413
62,01125,4.251112,-8.278072
63,01127,9.649939,-3.370398
64,01129,8.570563,-1.2789685
65,01131,10.734103,-5.691669
66,01133,5.898732,-2.7394001
67,02013,0.12895831,-8.123888
68,02016,0.12924777,-8.122335
69,02020,6.0950165,8.896152
70,02050,7.133556,-9.722877
71,02060,11.683086,-9.156422
72,02068,6.611413,0.13378012
73,02070,7.061717,-9.62552
74,02090,4.0217457,5.485944
75,02100,-1.233914,-2.5631788
76,02105,6.2206845,0.23452495
77,02110,6.126768,8.823212
78,02122,4.1313396,4.8771033
79,02130,0.6284364,1.7392035
80,02150,4.0316997,5.472439
81,02164,3.9876118,5.3969884
82,02170,3.9896104,5.42875
83,02180,7.1099973,-9.686146
84,02185,7.1353264,-9.725499
85,02188,7.1271586,-9.713402
86,02195,6.0951667,0.21716928
87,02198,4.9052563,2.7178862
88,02220,6.33518,8.548838
89,02230,-1.2047467,-2.4544013
90,02240,3.9986026,5.3760777
91,02261,3.9881377,5.397562
92,02275,5.887788,0.08521896
93,02282,6.220642,0.23663928
94,02290,7.1358805,-9.726222
95,04001,10.006265,-5.000496
96,04003,4.2359486,3.9812965
97,04005,0.76032877,1.7348835
98,04007,0.96936536,-2.1562285
99,04009,11.169629,2.4915714
100,04011,10.669584,2.5303423
101,04012,15.494653,1.1114277
102,04013,0.78980297,1.7547326
103,04015,1.2896785,-2.1163814
104,04017,9.923698,-4.945121
105,04019,2.6949492,0.75952715
106,04021,4.609206,2.0991452
107,04023,11.332069,-3.6569686
108,04025,1.2794559,-2.1173735
109,04027,-5.9278736,-8.110425
110,05001,5.8727074,-1.0448974
111,05003,5.842413,-3.2782433
112,05005,-6.877159,3.9417338
113,05007,-0.37832645,6.704487
114,05009,4.6119213,3.3705306
115,05011,10.875381,-3.7594678
116,05013,7.5996585,-0.93394023
117,05015,5.709599,-2.2943733
118,05017,10.593908,-5.822666
119,05019,10.01455,-0.7429719
120,05021,5.490833,-3.6637895
121,05023,-0.010182776,-2.497938
122,05025,8.049357,-1.5947478
123,05027,9.918338,-1.1814704
124,05029,9.440095,-1.7582874
125,05031,12.273344,1.1342746
126,05033,11.473839,0.05967724
127,05035,12.845973,1.3785421
128,05037,11.007769,-2.5771434
129,05039,4.6370106,-2.8137531
130,05041,10.860223,-3.7455823
131,05043,10.318886,-1.5801157
132,05045,-1.4077562,6.7044144
133,05047,9.25045,-3.2312903
134,05049,0.78800315,-2.4126196
135,05051,5.386857,-2.8842468
136,05053,9.062595,0.90009904
137,05055,11.684517,-0.5874358
138,05057,11.586199,-2.168693
139,05059,8.5225725,0.8976628
140,05061,11.576536,-2.1802254
141,05063,11.523093,0.06905312
142,05065,3.9628105,-2.80039
143,05067,5.577733,-4.735508
144,05069,10.055486,-3.420414
145,05071,11.528939,-2.9734356
146,05073,4.6013417,-3.0081744
147,05075,9.053661,-2.9690993
148,05077,1.0903337,-7.424735
149,05079,0.22935897,-8.023881
150,05081,5.41354,3.469702
151,05083,9.065714,-3.0045102
152,05085,-2.2982886,7.420012
153,05087,11.432682,-2.716944
154,05089,0.8133172,-2.4592867
155,05091,12.746085,1.2435061
156,05093,11.415429,-3.497644
157,05095,4.847562,-3.84642
158,05097,0.20730124,-2.4700124
159,05099,5.4284835,-3.717505
160,05101,0.07386883,-2.567987
161,05103,5.492713,-3.77879
162,05105,8.346649,-2.2037292
163,05107,10.7225685,-5.276718
164,05109,5.7739434,-2.654219
165,05111,12.025229,-2.2058392
166,05113,5.665409,-3.1107075
167,05115,12.344291,-0.2769719
168,05117,4.703067,-2.7753057
169,05119,10.889679,-0.90718764
170,05121,9.405727,-3.278892
171,05123,1.59103,-7.185875
172,05125,6.726588,8.289673
173,05127,8.245179,-2.7285552
174,05129,4.7211666,-3.779898
175,05131,12.235269,0.9655151
176,05133,13.0183735,-1.1240479
177,05135,0.78196794,-2.4713545
178,05137,0.78388023,-2.4668798
179,05139,10.415692,-2.5250142
