,FIPS,x,y
0,01001,-1.127833,4.40647
1,01003,16.815968,11.838623
2,01005,-6.971493,15.008939
3,01007,-2.2842543,15.971377
4,01009,-1.1316947,-4.687155
5,01011,18.881744,4.296495
6,01013,10.444761,15.736713
7,01015,11.744156,-1.4153843
8,01017,15.366317,-1.3446722
9,01019,5.718041,3.041356
10,01021,2.275018,6.1526914
11,01023,6.546853,8.437003
12,01025,-3.2153087,14.047834
13,01027,7.224458,15.451944
14,01029,6.2991614,17.233728
15,01031,-1.3170826,-4.885268
16,01033,-1.177291,-4.731853
17,01035,3.012078,9.429358
18,01037,16.563316,8.004816
19,01039,15.38563,-1.3563607
20,01041,7.226776,15.452203
21,01043,10.778024,7.4283547
22,01045,-1.6991352,-6.027462
23,01047,-13.047413,3.4083025
24,01049,3.7510905,-0.6700778
25,01051,5.0141664,-1.3667055
26,01053,15.488473,-1.4337933
27,01055,7.1095195,4.2975163
28,01057,7.4450316,14.754119
29,01059,-11.210296,1.1339688
30,01061,5.9542646,2.230714
31,01063,18.761822,4.4150343
32,01065,4.3238635,7.654599
33,01067,7.353473,17.70597
34,01069,-0.7813338,6.939438
35,01071,2.7548883,0.7430367
36,01073,-5.6861897,-3.974711
37,01075,7.333633,15.108088
38,01077,10.675539,6.8232913
39,01079,3.7801573,3.2108319
40,01081,3.7176998,-5.2582483
41,01083,-1.3988564,7.02012
42,01085,9.33524,-7.570743
43,01087,3.5098064,9.071214
44,01089,9.472353,-3.3034215
45,01091,10.262499,15.603702
46,01093,2.8288193,-10.268467
47,01095,10.588271,6.6600447
48,01097,8.967158,6.6320443
49,01099,10.367219,16.04879
50,01101,18.8749,0.28752956
51,01103,16.099333,2.1046274
52,01105,18.75855,4.4183683
53,01107,10.455979,15.7559805
54,01109,15.773508,-1.6408898
55,01111,9.991248,17.23218
56,01113,7.7959695,0.17347458
57,01115,-5.9950113,9.169067
58,01117,3.515876,-5.0520515
59,01119,18.919039,4.2594895
60,01121,10.735941,7.3303
61,01123,-6.032109,-9.387349
62,01125,4.162769,-2.9864423
63,01127,3.1881583,-0.3135188
64,01129,7.737224,17.366629
65,01131,11.322048,-6.8701925
66,01133,9.949539,17.291668
67,02013,-2.6702006,9.123894
68,02016,5.968618,0.6067717
69,02020,3.3138797,-4.856921
70,02050,7.9396224,-2.242366
71,02060,5.9979587,0.575902
72,02068,-2.6397476,9.141379
73,02070,7.9232807,-2.231862
74,02090,19.765371,9.145877
75,02100,-3.1402109,10.517162
76,02105,7.765059,11.759302
77,02110,-2.9099808,4.051882
78,02122,-1.281259,4.4755297
79,02130,-8.042239,7.4662056
80,02150,-0.6291189,12.9399185
81,02164,7.9371567,-2.2495134
82,02170,-10.115596,13.107395
83,02180,7.9252243,-2.231615
84,02185,7.941219,-2.244457
85,02188,7.937985,-2.24106
86,02195,-2.6202836,9.196378
87,02198,-9.680521,5.9620194
88,02220,-0.6582969,12.903983
89,02230,5.994093,0.5793283
90,02240,7.9287357,-2.2343645
91,02261,7.9365745,-2.2402728
92,02275,-3.1405916,10.517584
93,02282,-3.083443,10.58806
94,02290,7.942282,-2.2455451
95,04001,7.7809234,20.018522
96,04003,7.749335,0.08012593
97,04005,9.1460285,-0.9723724
98,04007,2.7454326,0.6841666
99,04009,2.2731175,5.0359135
100,04011,-3.6980762,12.631582
101,04012,0.08004904,-7.95397
102,04013,-8.018489,7.43941
103,04015,-10.275445,13.270615
104,04017,-13.327231,3.3285944
105,04019,-2.1421125,14.51048
106,04021,-5.5100727,-4.2709184
107,04023,2.7845087,1.1809748
108,04025,-10.275567,13.271059
109,04027,18.98211,0.52217215
110,05001,7.7877626,17.263624
111,05003,7.467136,16.224579
112,05005,2.7813401,1.6152968
113,05007,11.715805,-1.3864652
114,05009,2.2596798,3.3704998
115,05011,5.5037527,7.684189
116,05013,8.250088,12.36876
117,05015,5.038128,3.4634397
118,05017,9.37473,-7.499209
119,05019,10.631989,-3.9988077
120,05021,-5.599097,-7.511592
121,05023,-3.3281095,17.323536
122,05025,4.422147,14.815854
123,05027,9.981817,17.251085
124,05029,9.081716,17.596622
125,05031,-0.60853744,-2.3311067
126,05033,3.0063806,-0.19351761
127,05035,18.321638,10.213586
128,05037,7.923419,16.217869
129,05039,13.608127,16.53654
130,05041,4.990347,7.550624
131,05043,7.5820704,16.361435
132,05045,16.029884,2.0415783
133,05047,7.7966814,17.263903
134,05049,4.986392,7.5497704
135,05051,1.2785736,-5.9166255
136,05053,-5.6101236,7.7078686
137,05055,2.289325,6.1523385
138,05057,-0.5473937,-10.322384
139,05059,7.1410456,4.3347206
140,05061,6.5487843,8.442245
141,05063,2.2485526,3.3493469
142,05065,4.200928,7.614586
143,05067,9.973853,15.194604
144,05069,3.6808047,-0.63180935
145,05071,5.8052306,2.517693
146,05073,5.821926,6.891317
147,05075,11.532543,-4.484299
148,05077,18.760078,4.416772
149,05079,-4.8469462,4.7138124
