,FIPS,x,y,cluster
0,01001,0.18978075933886082,0.13645438031690077,4
1,01003,0.2111025492840172,0.09663703662933099,2
2,01005,0.1835135243760299,0.27281861661508783,4
3,01007,0.17169642857142858,0.19642857142857142,4
4,01009,0.2293741355463347,0.13013485477178424,4
5,01011,0.15604655750641153,0.3560860130203196,4
6,01013,0.17383130081300813,0.24039634146341463,4
7,01015,0.23314402723207645,0.19005574175030845,2
8,01017,0.20832961475531755,0.18387624572363528,4
9,01019,0.2080900430239705,0.16057160417947142,4
10,01021,0.16186895567685095,0.17081512015038616,4
11,01023,0.22202320691534927,0.2185188069464995,4
12,01025,0.1757943143812709,0.2249581939799331,4
13,01027,0.2033898305084746,0.1721280602636535,4
14,01029,0.16801227730699939,0.1572029091879629,4
15,01031,0.23466065614825946,0.13587239207073917,4
16,01033,0.20925094043314707,0.13620758920419268,4
17,01035,0.1532133257310418,0.24264885558361163,4
18,01037,0.22622491833877742,0.18413439104059728,4
19,01039,0.2321959660412048,0.19572270588871465,4
20,01041,0.16825810185185186,0.19249131944444445,4
21,01043,0.22241796697106972,0.1429136406126411,4
22,01045,0.24585341939700955,0.1581624315712068,4
23,01047,0.21080657791699295,0.30908379013312454,4
24,01049,0.1882888562022834,0.2097779645583806,4
25,01051,0.19779696410907716,0.104522085312687,4
26,01053,0.17252639599433983,0.21829759442690758,4
27,01055,0.23820255412142322,0.17081784567955435,2
28,01057,0.19917239700602446,0.23130286618389825,4
29,01059,0.17957465803653988,0.18936326244300608,4
30,01061,0.217374781485141,0.2104203085809835,4
31,01063,0.20515000607312037,0.29867605975950445,4
32,01065,0.1840961564579655,0.2515958169224501,4
33,01067,0.2026265326282759,0.1764774246034052,4
34,01069,0.22613204484253546,0.162640132923359,4
35,01071,0.19788928405752282,0.1941781351476728,4
36,01073,0.20811163355073564,0.15714242378279994,4
37,01075,0.21431667148223058,0.17148223056919965,4
38,01077,0.18891185989370798,0.13686990593914727,4
39,01079,0.18290499742088176,0.1910671481020724,4
40,01081,0.18730518906191862,0.18345014364923967,4
41,01083,0.1907064279327053,0.11056002661842078,4
42,01085,0.17545618608381794,0.24804491678363746,4
43,01087,0.20348175063723628,0.2728455990021151,4
44,01089,0.19030391330326668,0.11641142751126135,1
45,01091,0.20292667575789364,0.2359697891534669,4
46,01093,0.22746362933844033,0.1963511742767866,4
47,01095,0.20229114859170316,0.1804305528098305,4
48,01097,0.2000280357794551,0.20432041028913106,1
49,01099,0.16442777804148667,0.2164522713248208,4
50,01101,0.18592949243232948,0.19297670566036065,1
51,01103,0.22131347143732838,0.1294745946309063,4
52,01105,0.14595185995623633,0.32199124726477024,4
53,01107,0.22193800782425518,0.20949944828969808,4
54,01109,0.13969044333793268,0.2194192813006179,4
55,01111,0.1904950495049505,0.1925192519251925,4
56,01113,0.2324985721950122,0.2143265087139371,2
57,01115,0.22084789716991768,0.11762318186943285,4
58,01117,0.19764773512217962,0.07842119170912396,4
59,01119,0.15254905050823417,0.32117248443779056,4
60,01121,0.22331763291075812,0.18571178032770458,4
61,01123,0.2063115786354545,0.19356989406622713,4
62,01125,0.17251365413980116,0.1595416229877795,1
63,01127,0.22726059864073708,0.1762803911412472,4
64,01129,0.1829283184760044,0.17376969104896814,4
65,01131,0.16354568551802015,0.3297261691916816,4
66,01133,0.19792899408284023,0.18334742180896027,4
67,02013,0.25092460881934564,0.15476529160739688,4
68,02016,0.22872619255635157,0.09610344225056788,4
69,02020,0.22863228807222385,0.09286954016286042,4
70,02050,0.12703118137900746,0.3221892841458059,4
71,02060,0.27366020524515394,0.10946408209806158,4
72,02068,0.22389509470616803,0.06556580864497329,4
73,02070,0.167,0.2182,4
74,02090,0.2477493407159673,0.08188257166240616,4
75,02100,0.22352465642683914,0.10468876313662086,4
76,02105,0.25383542538354253,0.17201301720130172,4
77,02110,0.2534176190327905,0.07159094447731448,4
78,02122,0.2564023713119095,0.12135034937556592,4
79,02130,0.2637591607989654,0.08938065814053743,0
80,02150,0.2145372798801049,0.08040464593480705,4
81,02164,0.14933837429111532,0.18147448015122875,4
82,02170,0.240674658488988,0.10163553573088004,2
83,02180,0.14558353317346123,0.21662669864108713,4
84,02185,0.1993517017828201,0.11081847649918963,4
85,02188,0.1246252118367879,0.2090992047972885,4
86,02195,0.2008692952499224,0.0720273207078547,4
87,02198,0.2455621301775148,0.16459047025848644,4
88,02220,0.23430091361165722,0.0758644616630045,4
89,02230,0.2578397212543554,0.042682926829268296,4
90,02240,0.24819311939867014,0.1326973113616652,4
91,02261,0.23068529026625928,0.09602793539938892,4
92,02275,0.22493008389932082,0.11466240511386336,4
93,02282,0.25,0.13079470198675497,4
94,02290,0.2079969964332645,0.2363431574995307,4
95,04001,0.21504358238881618,0.36808321033724134,2
96,04003,0.28063421945255185,0.14414293602587364,2
97,04005,0.18722611897461744,0.1467512285270276,1
98,04007,0.2758819053981332,0.2004861845645679,4
99,04009,0.2502101281781887,0.18696154654339148,4
100,04011,0.2565643783612781,0.10387008330697037,4
101,04012,0.2409707081239928,0.23324485733244857,4
102,04013,0.20928017077988148,0.12133401831494524,0
103,04015,0.27935576234788834,0.16421379145788595,2
104,04017,0.2327674408076418,0.27955996197202226,4
105,04019,0.22183041999936481,0.15872513288286771,0
106,04021,0.2369492192566948,0.12166042698227393,4
107,04023,0.17213132377287094,0.2426737760959773,4
108,04025,0.2918450125650343,0.12957287504364357,2
109,04027,0.19388293860310757,0.18690601900739176,1
110,05001,0.2051888119759131,0.17558669593111598,4
111,05003,0.202833482989125,0.19335528284944628,4
112,05005,0.26447055431413535,0.1493548619620846,4
113,05007,0.16417713346636928,0.08543402981570607,2
114,05009,0.2575240128068303,0.14599786552828176,4
115,05011,0.17252454804074516,0.21372854914196568,4
116,05013,0.19196513170361948,0.1516012886109532,4
117,05015,0.21454133153810723,0.15940899266555647,4
118,05017,0.19275723318643417,0.2911477294500862,4
119,05019,0.1853950410226191,0.17397216807941615,2
120,05021,0.19828921667676971,0.20441840102377584,4
121,05023,0.21886641297816944,0.1431203685159223,4
122,05025,0.17934647044150662,0.15365427787478175,4
123,05027,0.15303564600416367,0.2038917449122658,4
124,05029,0.18529510315446843,0.17677468766454454,4
125,05031,0.1788260653291328,0.17288454098270048,1
126,05033,0.2143014856638173,0.15813960823896792,4
127,05035,0.18890405858259898,0.1873319266890075,1
128,05037,0.17774046533940993,0.17630127128807868,4
129,05039,0.19507101086048453,0.20077972709551656,4
130,05041,0.15392633773453787,0.24148714384989575,4
131,05043,0.1862723701440419,0.18501745962461807,4
132,05045,0.1841738377962598,0.14879893594859223,4
