,FIPS,x,y
0,01001,7.952821,-0.5406386
1,01003,4.945727,11.037718
2,01005,6.1727247,-5.838832
3,01007,18.273273,7.9853973
4,01009,13.906045,5.01794
5,01011,2.5826478,-10.314669
6,01013,-1.4060216,8.70617
7,01015,-1.2979275,14.454914
8,01017,3.4848104,-1.1802212
9,01019,4.746945,4.6377325
10,01021,10.606455,2.5152345
11,01023,-6.3974996,-0.007272012
12,01025,11.5743685,8.506314
13,01027,-6.654991,0.41216782
14,01029,-4.7022443,7.774967
15,01031,13.730135,4.8122787
16,01033,13.956619,5.0731807
17,01035,-10.409795,2.3202872
18,01037,-5.383731,-0.077306174
19,01039,3.4234116,-1.2128592
20,01041,-6.65696,0.41337076
21,01043,4.1278696,9.654168
22,01045,14.218802,18.855392
23,01047,1.3067781,15.520574
24,01049,6.518023,1.3494802
25,01051,4.6977677,1.52768
26,01053,3.3102877,-1.2587038
27,01055,-3.018246,15.82871
28,01057,-7.2252336,-0.49125355
29,01059,10.07859,18.146326
30,01061,4.1119556,5.010397
31,01063,2.5429335,-10.354084
32,01065,-10.248526,1.1858405
33,01067,-5.168293,8.332357
34,01069,3.5253358,1.1537969
35,01071,6.943127,5.645875
36,01073,1.2369808,11.991546
37,01075,-6.71324,-0.07076241
38,01077,4.8248796,9.486816
39,01079,7.0253663,4.1606073
40,01081,3.2344532,2.6714795
41,01083,4.0737996,1.5502675
42,01085,4.1992974,20.538788
43,01087,-9.917829,2.613475
44,01089,-8.115349,11.741566
45,01091,-1.508604,8.778166
46,01093,9.525401,6.8030663
47,01095,4.797759,9.392421
48,01097,9.150364,-5.6183467
49,01099,-1.5291389,8.932953
50,01101,7.0763288,-7.710326
51,01103,6.2595515,9.1881075
52,01105,2.5407364,-10.356208
53,01107,-1.4026623,8.706496
54,01109,3.0830967,-1.044646
55,01111,-2.7303588,9.994464
56,01113,11.631017,5.3828917
57,01115,-3.3567204,12.112894
58,01117,3.0480545,2.888232
59,01119,2.6064525,-10.290987
60,01121,4.2682076,9.568758
61,01123,-2.6561155,-7.65829
62,01125,17.398542,4.2714906
63,01127,7.253907,1.2654811
